EnglishName	Lang	ISO6393Lang	IndigName	FirstDate	FirstTime	LastSize
Motorola	ms	msa	Motorola	2008-02-18	09:36:49	4605
Motorola	hr	hbs	Motorola	2005-12-18	09:38:04	5697
Motorola	de	deu	Motorola	2003-05-08	13:50:09	20759
Motorola	hu	hun	Motorola	2004-06-02	21:34:08	3712
Motorola	fa	fas	موتورولا	2006-02-01	19:02:29	7233
Motorola	hi	hin	मोटोरोला इंकार्पोरेशन	2009-12-02	15:26:56	4158
Motorola	fi	fin	Motorola	2005-02-27	10:17:44	4641
Motorola	da	dan	Motorola	2006-03-12	19:13:16	2605
Motorola	ja	jpn	モトローラ	2003-02-17	08:49:09	19040
Motorola	he	heb	מוטורולה	2005-01-14	14:58:47	17704
Motorola	uz	uzb	Motorola	2008-04-20	00:52:44	1036
Motorola	kk	kaz	Motorola	2011-11-01	01:30:53	6676
Motorola	sr	hbs	Моторола	2012-07-17	22:23:11	10222
Motorola	sq	sqi	Motorola	2009-01-19	23:21:09	2278
Motorola	ko	kor	모토로라 인코퍼레이티드	2005-09-24	06:46:18	8714
Motorola	sv	swe	Motorola	2004-11-07	23:21:37	2563
Motorola	mk	mkd	Motorola	2008-10-30	16:00:35	4030
Motorola	sk	slk	Motorola	2007-05-06	17:11:00	4396
Motorola	sh	hbs	Motorola	2010-12-21	19:39:52	5706
Motorola	uk	ukr	Motorola	2009-01-16	10:44:35	35581
Motorola	mr	mar	मोटोरोला	2011-02-17	18:22:39	4183
Aegis Group	ru	rus	Aegis Group	2010-09-03	14:30:37	4106
Aegis Group	fr	fra	Aegis Group	2006-11-15	18:11:15	3389
Aegis Group	en	eng	Aegis Group	2006-07-20	10:28:41	6512
Aegis Group	de	deu	Aegis Group	2012-04-25	08:49:54	5280
Aegis Group	ro	ron	Aegis Group	2011-04-08	10:19:04	1495
Aegis Group	es	spa	Aegis Group plc	2007-10-23	15:13:41	2983
Fleury	ru	rus	Флёри	2007-09-01	16:43:17	2746
Fleury	fr	fra	Fleury	2003-07-08	13:54:58	5753
Fleury	en	eng	Fleury	2004-01-25	07:57:23	2152
Fleury	nl	nld	Fleury	2006-03-30	18:08:12	1261
Fleury	ceb	ceb	Fleury	2007-02-02	11:01:09	594
Fleury	pt	por	Fleury	2006-09-12	19:27:37	793
Fleury	pms	pms	Fleury	2011-05-10	20:11:53	670
Fleury	de	deu	Fleury	2005-03-24	13:37:30	2877
Fleury	it	ita	Fleury	2005-09-02	05:07:05	843
Fleury	sk	slk	Fleury	2011-11-16	09:58:10	895
Fleury	sh	hbs	Fleury	2012-05-30	19:13:50	2076
Fleury	es	spa	Fleury	2007-08-03	16:38:20	1440
Fleury	uk	ukr	Флері	2009-09-23	14:06:04	2112
Fleury	lv	lav	Flerī	2009-07-13	09:18:35	489
Fleury	ja	jpn	フルーリー	2009-09-16	07:40:58	1003
Fleury	pl	pol	Fleury	2005-09-23	13:10:43	2379
Procter & Gamble	sah	sah	Procter and Gamble	2009-04-17	09:59:20	4682
Procter & Gamble	zh	zho	宝洁公司	2005-01-04	07:30:01	20887
Procter & Gamble	vi	vie	Procter & Gamble	2011-05-13	13:46:18	3866
Procter & Gamble	ca	cat	Procter & Gamble	2010-08-09	08:47:17	10942
Procter & Gamble	it	ita	Procter & Gamble	2006-11-12	13:45:35	14171
Procter & Gamble	kn	kan	ಪ್ರಾಕ್ಟರ್	2010-10-30	05:36:38	38588
Procter & Gamble	ar	ara	بروكتر وغامبل	2006-04-12	01:14:23	7816
Procter & Gamble	id	msa	Procter & Gamble	2006-12-18	13:54:22	17629
Procter & Gamble	es	spa	Procter & Gamble	2005-10-22	20:01:03	12423
Procter & Gamble	ru	rus	Procter & Gamble	2006-09-28	11:18:53	40445
Procter & Gamble	nl	nld	Procter & Gamble	2006-02-09	10:41:23	7362
Procter & Gamble	pt	por	Procter & Gamble	2005-03-19	15:26:53	5137
Procter & Gamble	no	nor	Procter & Gamble	2005-05-30	11:36:21	3805
Procter & Gamble	tr	tur	Procter & Gamble	2007-05-18	22:08:16	13741
Procter & Gamble	lt	lit	Procter & Gamble	2011-05-04	05:27:06	1352
Procter & Gamble	en	eng	Procter & Gamble	2003-08-11	03:56:03	31725
Procter & Gamble	th	tha	พรอคเตอร์ แอนด์ แกมเบิล	2011-12-16	08:35:53	11012
Procter & Gamble	ro	ron	Procter & Gamble	2007-08-08	00:29:46	6424
Procter & Gamble	war	war	Procter & Gamble	2012-10-05	23:31:11	1140
Procter & Gamble	pl	pol	Procter & Gamble	2006-02-14	23:45:41	9484
Procter & Gamble	be	bel	Procter & Gamble	2012-01-25	17:49:41	9867
Procter & Gamble	fr	fra	Procter & Gamble	2005-01-28	19:58:05	16371
Procter & Gamble	bg	bul	Проктър и Гембъл	2005-02-15	15:57:33	3550
Procter & Gamble	ms	msa	Procter & Gamble	2008-11-09	06:50:17	9709
Procter & Gamble	hr	hbs	Procter & Gamble	2010-08-19	21:30:11	31125
Procter & Gamble	de	deu	Procter & Gamble	2003-08-05	07:30:58	24122
Procter & Gamble	da	dan	Procter & Gamble	2007-04-01	20:29:49	2382
Procter & Gamble	fa	fas	پروکتر اند گمبل	2011-08-22	05:36:33	4177
Procter & Gamble	fi	fin	Procter & Gamble	2006-03-24	12:20:56	2694
Procter & Gamble	hu	hun	Procter & Gamble	2009-11-13	08:27:39	1740
Procter & Gamble	ja	jpn	プロクター・アンド・ギャンブル	2004-08-14	17:47:19	6821
Procter & Gamble	he	heb	פרוקטר אנד גמבל	2007-05-29	06:00:35	6787
Procter & Gamble	ko	kor	프록터 앤드 갬블	2007-06-29	14:22:11	9173
Procter & Gamble	sv	swe	Procter & Gamble	2006-02-01	16:29:02	6657
Procter & Gamble	mk	mkd	Procter & Gamble	2009-05-13	16:32:01	27710
Procter & Gamble	sh	hbs	Procter & Gamble	2010-09-11	15:20:12	18859
Procter & Gamble	uk	ukr	Procter & Gamble	2011-09-18	20:00:05	36105
CSK Holdings Corporation	ru	rus	CSK Holdings Corporation	2010-11-02	15:41:54	1140
CSK Holdings Corporation	fr	fra	CSK Holdings Corporation	2007-11-14	07:28:40	824
CSK Holdings Corporation	de	deu	CSK Holdings	2006-08-15	23:52:24	829
CSK Holdings Corporation	en	eng	CSK Holdings Corporation	2005-10-14	18:15:04	657
CSK Holdings Corporation	ja	jpn	CSK (企業)	2003-11-05	13:33:01	14379
Art Technology Group	de	deu	Art Technology Group	2012-04-18	15:56:24	5755
Art Technology Group	en	eng	Art Technology Group	2006-03-17	17:15:29	7604
Hasbro	en	eng	Hasbro	2002-08-03	09:54:50	17316
Hasbro	zh	zho	孩之寶	2004-01-29	09:49:01	3768
Hasbro	ca	cat	Hasbro	2007-11-24	20:43:41	1178
Hasbro	it	ita	Hasbro	2006-06-23	16:26:32	5353
Hasbro	ar	ara	هاسبرو	2007-06-22	20:42:23	2454
Hasbro	id	msa	Hasbro	2008-12-08	03:44:17	4349
Hasbro	es	spa	Hasbro	2005-05-16	07:20:59	4099
Hasbro	ru	rus	Hasbro	2010-09-25	13:38:32	12361
Hasbro	nl	nld	Hasbro	2006-03-22	15:06:45	3302
Hasbro	pt	por	Hasbro	2004-11-10	16:11:42	4095
Hasbro	no	nor	Hasbro	2009-03-15	11:40:26	997
Hasbro	tr	tur	Hasbro	2010-03-21	15:54:03	2308
Hasbro	lt	lit	Hasbro, Inc.	2012-05-06	19:25:45	1088
Hasbro	ro	ron	Hasbro	2007-08-30	18:55:08	858
Hasbro	pl	pol	Hasbro	2007-04-02	07:55:09	3043
Hasbro	fr	fra	Hasbro	2004-05-21	12:37:29	5426
Hasbro	hr	hbs	Hasbro	2011-04-03	12:05:24	808
Hasbro	de	deu	Hasbro	2005-02-16	23:13:51	12955
Hasbro	da	dan	Hasbro	2009-06-10	09:47:41	957
Hasbro	hi	hin	हास्ब्रो	2012-03-29	05:52:47	4325
Hasbro	fi	fin	Hasbro	2006-06-15	23:37:26	2185
Hasbro	ja	jpn	ハズブロ	2006-05-23	22:57:00	6443
Hasbro	he	heb	הסברו	2010-08-05	10:45:49	4111
Hasbro	ko	kor	해즈브로	2010-02-09	13:31:47	5431
Hasbro	sv	swe	Hasbro	2003-03-21	12:21:43	2430
Research In Motion	en	eng	Research In Motion	2003-10-17	03:46:52	45428
Research In Motion	zh	zho	Research In Motion	2007-01-25	08:25:00	6012
Research In Motion	vi	vie	Research In Motion	2008-07-01	05:33:06	2669
Research In Motion	ca	cat	Research In Motion	2012-02-26	19:19:45	1573
Research In Motion	it	ita	Research In Motion	2007-02-15	20:35:08	7121
Research In Motion	ar	ara	ريسيرش إن موشن	2010-09-16	13:41:53	3030
Research In Motion	id	msa	Research In Motion	2008-08-02	23:32:00	3283
Research In Motion	es	spa	Research In Motion	2009-01-10	20:43:29	4278
Research In Motion	ru	rus	Research In Motion	2010-07-28	06:29:35	10641
Research In Motion	nl	nld	Research In Motion	2006-12-06	08:24:10	8416
Research In Motion	pt	por	Research In Motion	2009-02-27	20:21:55	4029
Research In Motion	no	nor	Research In Motion	2009-11-02	23:13:22	1193
Research In Motion	tr	tur	Research In Motion	2010-09-13	05:42:46	1771
Research In Motion	lt	lit	Research in Motion	2011-04-18	16:11:15	1896
Research In Motion	th	tha	รีเสิร์ชอินโมชัน	2010-04-30	04:48:48	3985
Research In Motion	ro	ron	Research In Motion	2011-05-12	22:49:06	2054
Research In Motion	pl	pol	Research In Motion	2009-06-20	15:04:37	1173
Research In Motion	fr	fra	Research In Motion	2006-02-26	13:31:04	11244
Research In Motion	de	deu	Research In Motion	2005-03-29	12:30:03	5925
Research In Motion	da	dan	Research In Motion	2011-11-04	00:30:56	6939
Research In Motion	fa	fas	ریسرچ این موشن	2011-07-01	19:45:00	3673
Research In Motion	fi	fin	Research In Motion	2010-04-07	17:44:20	1918
Research In Motion	ja	jpn	Research In Motion	2007-12-05	07:59:33	10631
Research In Motion	ko	kor	리서치 인 모션	2009-01-27	04:55:03	2600
Research In Motion	sv	swe	Research In Motion	2010-09-16	14:09:56	14327
Research In Motion	uk	ukr	Research In Motion	2011-03-16	23:19:55	10778
Qualcomm	ru	rus	Qualcomm	2007-11-11	12:15:45	12359
Qualcomm	fr	fra	Qualcomm	2007-11-18	20:05:46	4839
Qualcomm	en	eng	Qualcomm	2003-07-02	22:27:21	26430
Qualcomm	zh	zho	高通公司	2005-12-27	02:48:30	3763
Qualcomm	pt	por	Qualcomm	2005-10-29	16:53:40	1110
Qualcomm	no	nor	Qualcomm	2008-10-16	17:07:09	708
Qualcomm	sr	hbs	Кволком	2010-09-27	20:17:53	3106
Qualcomm	id	msa	Qualcomm	2008-02-24	14:22:47	3705
Qualcomm	de	deu	Qualcomm	2004-11-18	21:13:14	3700
Qualcomm	ko	kor	퀄컴	2007-11-19	03:29:34	13952
Qualcomm	sv	swe	Qualcomm	2008-10-21	14:42:19	1145
Qualcomm	it	ita	Qualcomm	2006-07-11	12:22:24	1655
Qualcomm	fa	fas	کوالکام	2012-07-12	19:14:18	2083
Qualcomm	es	spa	Qualcomm	2008-06-28	15:28:28	1254
Qualcomm	uk	ukr	Qualcomm	2011-05-01	00:11:24	7589
Qualcomm	cs	ces	Qualcomm	2012-07-27	23:56:56	2804
Qualcomm	fi	fin	Qualcomm	2007-08-29	08:42:18	4641
Qualcomm	ro	ron	Qualcomm	2008-06-09	02:27:37	655
Qualcomm	ja	jpn	クアルコム	2004-11-27	17:21:48	10877
Qualcomm	pl	pol	Qualcomm	2005-10-18	08:12:40	2089
RR Donnelley	de	deu	RR Donnelley	2009-03-16	12:17:46	1908
RR Donnelley	en	eng	RR Donnelley	2006-04-16	21:45:54	7503
RR Donnelley	pt	por	RR Donnelley	2011-01-17	15:37:39	2711
Fujitsu	en	eng	Fujitsu	2002-06-19	15:55:55	24400
Fujitsu	zh	zho	富士通	2006-06-30	21:40:54	4613
Fujitsu	vi	vie	Fujitsu	2008-07-17	14:51:23	2226
Fujitsu	ca	cat	Fujitsu	2012-01-30	11:49:13	4384
Fujitsu	it	ita	Fujitsu	2005-05-15	17:18:42	4526
Fujitsu	ar	ara	فوجيتسو	2008-08-02	19:45:55	6002
Fujitsu	cs	ces	Fujitsu	2010-03-09	19:28:12	3863
Fujitsu	id	msa	Fujitsu	2005-04-15	01:36:43	4531
Fujitsu	es	spa	Fujitsu	2006-08-13	13:33:10	7060
Fujitsu	ru	rus	Fujitsu	2007-03-12	07:52:53	11537
Fujitsu	nl	nld	Fujitsu	2008-08-22	16:23:09	3463
Fujitsu	pt	por	Fujitsu	2005-10-07	01:02:24	3119
Fujitsu	no	nor	Fujitsu	2009-08-16	12:48:46	1830
Fujitsu	tr	tur	Fujitsu	2008-03-12	14:39:16	1540
Fujitsu	ro	ron	Fujitsu	2007-09-01	17:57:28	1315
Fujitsu	pl	pol	Fujitsu	2007-01-27	15:57:33	2975
Fujitsu	fr	fra	Fujitsu	2002-11-14	06:41:33	7652
Fujitsu	bg	bul	Фуджицу	2005-04-18	12:20:53	1788
Fujitsu	hr	hbs	Fujitsu	2010-08-10	11:36:19	16156
Fujitsu	de	deu	Fujitsu	2004-03-11	18:00:43	4791
Fujitsu	da	dan	Fujitsu	2009-11-19	12:54:38	3857
Fujitsu	fa	fas	فوجیتسو	2009-04-29	09:07:34	2738
Fujitsu	fi	fin	Fujitsu	2006-06-29	08:48:42	1572
Fujitsu	ja	jpn	富士通	2003-02-13	12:03:10	38643
Fujitsu	ckb	kur	فوژیتسو	2012-07-19	20:32:44	885
Fujitsu	sr	hbs	Фуџицу	2011-03-17	08:17:32	14065
Fujitsu	ko	kor	후지쯔	2007-12-09	15:53:20	14610
Fujitsu	sv	swe	Fujitsu	2005-04-19	13:54:30	1689
Fujitsu	uk	ukr	Fujitsu	2007-11-19	08:32:43	3093
Telecom Italia	ru	rus	Telecom Italia	2006-11-13	11:15:50	3807
Telecom Italia	fr	fra	Telecom Italia	2005-04-23	10:48:21	5152
Telecom Italia	en	eng	Telecom Italia	2004-09-09	11:30:21	11290
Telecom Italia	pt	por	Telecom Italia	2010-12-29	08:42:55	830
Telecom Italia	ml	mal	ടെലികോം ഇറ്റാലിയ	2009-06-29	20:12:59	3187
Telecom Italia	de	deu	Telecom Italia	2006-07-22	21:32:44	5408
Telecom Italia	it	ita	Telecom Italia	2004-06-17	15:00:58	49986
Telecom Italia	da	dan	Telecom Italia	2009-08-24	17:08:22	1602
Telecom Italia	ar	ara	تيليكوم إيطاليا	2012-01-16	15:39:47	4226
Telecom Italia	id	msa	Telecom Italia	2009-01-20	13:19:53	3695
Telecom Italia	sv	swe	Telecom Italia	2007-06-23	19:39:37	1333
Telecom Italia	ja	jpn	テレコム・イタリア	2008-08-08	08:15:25	3354
Telecom Italia	es	spa	Telecom Italia	2009-01-14	17:19:09	2426
Cisco Systems	el	ell	Cisco Systems	2011-09-23	16:32:51	4728
Cisco Systems	gu	guj	સિસ્કો	2010-11-12	09:08:24	37656
Cisco Systems	en	eng	Cisco Systems	2002-05-09	03:39:36	44442
Cisco Systems	zh	zho	思科系统	2005-07-12	11:00:20	9745
Cisco Systems	vi	vie	Cisco Systems	2008-08-23	16:23:33	7379
Cisco Systems	ca	cat	Cisco Systems	2010-01-25	15:47:43	5360
Cisco Systems	it	ita	Cisco Systems	2005-02-19	15:33:50	6035
Cisco Systems	cs	ces	Cisco Systems	2005-09-06	12:58:22	3192
Cisco Systems	ar	ara	سيسكو سيستمز	2007-04-07	03:26:37	6035
Cisco Systems	eu	eus	Cisco Systems	2008-11-24	13:25:59	4223
Cisco Systems	az	aze	CISCO	2009-10-14	10:14:20	1567
Cisco Systems	id	msa	Cisco Systems	2006-12-10	11:31:45	7811
Cisco Systems	es	spa	Cisco Systems	2004-06-13	18:01:35	6483
Cisco Systems	ru	rus	Cisco Systems	2005-02-02	07:48:20	36994
Cisco Systems	gl	glg	Cisco Systems	2006-02-17	22:46:35	4666
Cisco Systems	nl	nld	Cisco Systems	2006-01-01	23:21:58	6282
Cisco Systems	pt	por	Cisco Systems	2006-07-02	23:09:11	12921
Cisco Systems	no	nor	Cisco Systems	2007-05-11	13:18:58	5809
Cisco Systems	tr	tur	Cisco Systems	2006-07-17	21:45:13	4164
Cisco Systems	lt	lit	Cisco	2006-10-24	09:26:49	1501
Cisco Systems	ro	ron	Cisco Systems	2007-08-29	19:46:10	6546
Cisco Systems	pl	pol	Cisco Systems	2004-08-28	11:43:12	5840
Cisco Systems	ta	tam	சிஸ்கோ சிஸ்டம்ஸ்	2011-02-17	11:00:12	2514
Cisco Systems	yi	yid	סיסקא	2010-02-19	02:45:25	1823
Cisco Systems	fr	fra	Cisco Systems	2002-11-15	19:20:31	10945
Cisco Systems	bg	bul	Сиско Систъмс	2010-11-27	15:14:45	9914
Cisco Systems	ms	msa	Cisco Systems	2008-12-04	10:59:26	10352
Cisco Systems	hr	hbs	Cisco Systems	2012-03-07	11:29:23	1554
Cisco Systems	bn	ben	সিসকো সিস্টেমস	2011-12-24	14:22:07	10948
Cisco Systems	de	deu	Cisco Systems	2003-07-06	18:20:35	11343
Cisco Systems	da	dan	Cisco Systems	2007-09-29	14:10:09	1998
Cisco Systems	fa	fas	سیسکو سیستمز	2006-09-02	17:30:03	14667
Cisco Systems	fi	fin	Cisco Systems	2004-07-13	09:43:14	3269
Cisco Systems	hu	hun	Cisco Systems	2011-06-04	21:57:12	20517
Cisco Systems	ja	jpn	シスコシステムズ	2004-09-27	09:10:53	10285
Cisco Systems	he	heb	סיסקו מערכות	2005-08-27	03:28:34	6284
Cisco Systems	ckb	kur	سیسکۆ	2009-07-29	11:53:15	4606
Cisco Systems	kk	kaz	Cisco Systems	2009-10-30	06:06:28	3551
Cisco Systems	ml	mal	സിസ്‌കോ	2007-10-10	06:11:37	4834
Cisco Systems	sq	sqi	Cisco Systems	2008-12-12	22:30:06	4850
Cisco Systems	ko	kor	시스코 시스템즈	2009-09-19	03:49:45	2032
Cisco Systems	sv	swe	Cisco Systems	2005-08-28	15:49:28	6657
Cisco Systems	sk	slk	Cisco Systems	2007-10-28	10:21:17	2281
Cisco Systems	uk	ukr	Cisco Systems	2008-11-06	07:56:51	15593
Cisco Systems	sr	hbs	Cisco	2011-06-14	14:43:32	7552
Cisco Systems	my	mya	စစ်စကို	2010-07-08	07:58:13	14394
Telmex	ru	rus	Telmex	2010-10-03	07:49:48	1675
Telmex	fr	fra	Telmex	2003-02-02	16:12:37	7807
Telmex	en	eng	Telmex	2004-03-18	19:22:24	12131
Telmex	nl	nld	Telmex	2007-07-13	17:58:32	1908
Telmex	pt	por	Telmex	2006-01-29	02:17:21	8218
Telmex	no	nor	Telmex	2006-11-02	09:58:11	847
Telmex	ca	cat	Telmex	2008-10-07	02:00:25	1414
Telmex	de	deu	Telmex	2007-05-10	18:16:40	3343
Telmex	it	ita	Telmex	2007-06-04	10:35:45	2320
Telmex	da	dan	Telmex	2010-11-13	11:05:08	726
Telmex	id	msa	Telmex	2006-03-18	10:15:41	1799
Telmex	sv	swe	Telmex	2007-05-29	14:13:18	1235
Telmex	ja	jpn	テルメックス	2011-03-12	01:02:54	2382
Telmex	es	spa	Telmex	2005-08-18	04:34:24	11380
Toys "R" Us	fr	fra	Toys “R” Us	2005-10-05	16:27:04	9886
Toys "R" Us	en	eng	Toys "R" Us	2004-03-07	01:35:39	16451
Toys "R" Us	nl	nld	Toys "R" Us	2009-03-04	10:30:41	2254
Toys "R" Us	pt	por	Toys "R" Us	2008-03-05	10:32:27	1662
Toys "R" Us	no	nor	Toys“R”Us	2012-01-05	20:36:32	2491
Toys "R" Us	de	deu	Toys "R" Us	2005-05-19	14:29:32	6023
Toys "R" Us	it	ita	Toys "R" Us	2012-01-20	21:49:37	3379
Toys "R" Us	da	dan	Toys "R" Us	2009-12-16	22:14:40	3021
Toys "R" Us	ar	ara	تويز آر أص	2009-02-28	11:58:05	2044
Toys "R" Us	es	spa	Toys "R" Us	2007-10-18	00:23:44	13702
Toys "R" Us	th	tha	ทอยส์ "อาร์" อัส	2010-07-07	12:00:59	3089
Toys "R" Us	fi	fin	Toys "R" Us	2012-04-22	08:28:37	6832
Toys "R" Us	sv	swe	Toys "R" Us	2007-10-25	16:03:37	1894
Toys "R" Us	zh	zho	玩具反斗城	2005-02-18	06:11:24	4875
Toys "R" Us	ja	jpn	トイザらス	2004-04-28	03:39:30	15257
Toys "R" Us	pl	pol	Toys "R" Us	2011-03-17	00:07:46	2439
Toys "R" Us	he	heb	טויס אר אס	2008-05-29	12:01:14	3824
Verizon Communications	eo	epo	Verizon Communications	2011-08-07	14:58:13	1697
Verizon Communications	en	eng	Verizon Communications	2001-09-22	00:19:49	36785
Verizon Communications	zh	zho	威訊	2006-05-13	07:34:21	3038
Verizon Communications	gu	guj	વેરાઇઝન કમ્યુનિકેશન્સ	2011-01-07	05:51:13	53831
Verizon Communications	kn	kan	ವೆರಿಝೋನ್ ಕಮ್ಯುನಿಕೇಶನ್ಸ್	2010-10-25	04:11:30	61615
Verizon Communications	ar	ara	فيرايزون للاتصالات	2010-01-01	01:46:09	4391
Verizon Communications	id	msa	Verizon Communications	2006-12-20	13:52:24	3029
Verizon Communications	es	spa	Verizon Communications	2007-12-24	20:04:17	7059
Verizon Communications	ru	rus	Verizon Communications	2006-07-10	10:14:18	4777
Verizon Communications	nl	nld	Verizon Communications	2006-05-26	22:32:03	2317
Verizon Communications	pt	por	Verizon Communications	2006-07-10	22:01:05	5759
Verizon Communications	lt	lit	Verizon Communications	2010-11-10	10:22:45	1581
Verizon Communications	it	ita	Verizon Communications	2006-12-01	00:13:23	3328
Verizon Communications	ro	ron	Verizon	2007-08-29	19:10:04	1319
Verizon Communications	pl	pol	Verizon Communications	2007-06-07	17:36:14	2060
Verizon Communications	fr	fra	Verizon Communications	2005-09-24	19:29:13	8807
Verizon Communications	de	deu	Verizon Communications	2004-12-16	21:56:13	4207
Verizon Communications	da	dan	Verizon Communications	2012-04-08	21:04:05	11154
Verizon Communications	fa	fas	ورایزون	2012-10-18	11:29:17	13083
Verizon Communications	fi	fin	Verizon Communications	2006-02-15	11:04:28	2065
Verizon Communications	ja	jpn	ベライゾン・コミュニケーションズ	2006-03-08	15:03:44	5132
Verizon Communications	he	heb	ורייזון תקשורת	2010-05-20	19:02:36	3913
Verizon Communications	kk	kaz	Verizon Communications	2012-02-26	16:22:01	4326
Verizon Communications	ml	mal	വെറൈസൺ കമ്മ്യൂണിക്കേഷൻസ്	2009-06-28	18:24:04	5632
Verizon Communications	ko	kor	버라이즌 커뮤니케이션스	2007-12-06	20:24:02	3783
Verizon Communications	sv	swe	Verizon	2005-09-17	14:28:10	3663
Swatch	ru	rus	Swatch	2008-03-08	14:58:46	5697
Swatch	fr	fra	Swatch (marque)	2008-03-10	22:12:45	18989
Swatch	en	eng	Swatch	2004-12-22	20:34:13	17320
Swatch	nl	nld	Swatch	2004-04-29	15:36:50	2338
Swatch	pt	por	Swatch	2008-02-27	14:37:21	5226
Swatch	ko	kor	스와치	2010-05-15	12:14:44	1935
Swatch	de	deu	Swatch	2004-09-17	14:07:41	13597
Swatch	tr	tur	Swatch	2006-02-15	11:53:17	2091
Swatch	it	ita	Swatch	2006-10-04	16:02:11	5713
Swatch	sv	swe	Swatch	2005-06-02	13:06:12	2324
Swatch	fa	fas	سواچ	2008-03-02	09:49:22	5084
Swatch	fi	fin	Swatch	2008-06-20	08:08:40	1151
Swatch	pnb	lah	سواچ	2010-02-28	14:36:37	777
Swatch	zh	zho	斯沃琪	2006-04-12	18:35:31	4238
Swatch	ja	jpn	スウォッチ	2004-08-24	13:40:39	3545
Swatch	es	spa	Swatch	2006-04-24	19:11:49	8335
Swatch	he	heb	סווטש	2009-08-12	15:32:50	2680
VF Corporation	fr	fra	VF Corporation	2011-04-28	21:04:03	7210
VF Corporation	de	deu	VF Corporation	2005-11-15	19:37:23	6156
VF Corporation	en	eng	VF Corporation	2005-09-18	22:08:58	4494
VF Corporation	it	ita	Vf Corporation	2006-11-07	21:55:46	2214
Hyundai	el	ell	Hyundai	2010-11-30	09:22:32	1452
Hyundai	fr	fra	Hyundai	2005-08-18	11:40:48	8293
Hyundai	en	eng	Hyundai	2004-02-04	07:12:04	9639
Hyundai	zh	zho	現代集團	2004-03-02	05:19:41	2503
Hyundai	vi	vie	Hyundai	2006-07-29	02:03:39	3597
Hyundai	de	deu	Hyundai	2006-01-23	11:36:33	1683
Hyundai	tr	tur	Hyundai	2009-03-22	17:13:37	2326
Hyundai	it	ita	Hyundai	2003-09-24	20:07:50	3050
Hyundai	hu	hun	Hyundai	2007-03-03	00:24:42	1126
