source	target	exposure
grc	cgc	1
kur	hbs	1
kan	dan	1
deu	grc	3
fra	gba	5
che	kir	1
mdf	myv	1
eng	bis	1
urd	ron	1
bod	tur	1
eng	ibl	1
orv	ita	4
rus	ces	2978
afr	spa	3
ton	rar	7
ell	ast	1
lav	mol	11
lit	pan	1
nor	hbs	178
bel	fra	30
spa	epo	8
kik	dan	1
fri	eng	6
lat	bel	13
fin	isl	45
grc	kkj	12
rar	eng	1
tgk	ces	4
pol	ell	36
nld	tur	49
mkd	bel	1
swe	mal	2
kir	krc	1
eng	pkp	1
bdm	fra	13
fra	dgi	5
bzj	fra	1
fin	est	952
mga	fra	2
pol	nor	84
spa	mlt	3
nld	nor	350
nor	kal	3
eng	aka	1
vie	swe	18
dan	deu	2909
ara	mol	10
swe	kir	2
ton	smo	7
rus	xal	33
pus	fas	1
zho	nor	56
dan	swe	3462
nld	gle	1
grc	yam	5
bul	uzb	8
oci	auv	1
guw	fra	1
hun	bel	7
hbs	sqi	739
krc	mol	1
ang	heb	1
rus	eve	12
nor	zho	78
yrk	est	4
rop	wbp	1
tat	lit	1
fra	dbq	10
muw	hin	1
bel	spa	24
lat	fro	12
tan	eng	2
arc	yid	5
nep	jpn	7
mol	lit	10
hbs	lbe	1
nor	kir	1
grc	dow	2
eng	spa	128205
liv	eng	1
gcf	fra	67
ita	hye	17
sux	dan	2
ckt	pol	1
orv	mkd	2
por	jpn	216
deu	glg	170
lit	spa	9
rus	fao	3
grc	biv	4
fra	bod	2
ita	kor	223
glg	fra	43
heb	iku	2
ang	dan	5
ita	sme	2
slv	hun	89
grc	ken	6
urd	tel	27
grc	hbs	497
mkd	pol	17
niv	uzb	1
heb	bcq	2
ben	mon	10
mol	aze	5
san	kaz	2
nld	fin	336
tyv	lav	1
zho	fin	56
eng	msa	3672
slk	lav	7
oss	est	3
chu	rus	6
fra	gsw	14
fra	lub	1
dyu	fra	4
nor	ces	110
ara	fro	1
fra	nga	2
zap	eng	1
gez	ita	2
eng	kma	4
eng	dji	1
kir	fas	5
uzb	bel	9
tcs	eng	1
swa	jpn	4
awa	hin	1
bas	fra	2
grc	gna	3
glg	por	47
gbb	eng	1
fra	gde	8
frm	jpn	2
deu	pan	16
bre	cym	6
rus	sah	173
ota	eng	7
fro	ukr	1
ces	sco	1
fra	ntm	2
kum	eng	1
heb	fri	1
hch	spa	1
slv	nor	2
deu	ukr	222
ces	ben	3
tur	fas	41
squ	fra	2
heb	mri	1
lat	cym	4
spa	kaz	15
rus	kbd	75
que	cat	1
glg	ita	8
kaz	kat	3
kor	ori	1
eng	tyv	2
egy	sqi	1
ron	pro	3
swe	ell	94
pol	mal	3
grc	sil	4
grc	nga	9
nep	rus	1
che	fra	3
twf	eng	1
rus	nog	31
grc	pis	1
cop	dan	3
gwa	fra	1
lat	zho	75
roh	ita	7
hbs	slk	503
ita	uig	1
jpn	lit	71
eme	fra	1
lin	fra	13
osx	fra	1
eng	roh	11
vie	amh	2
arc	ita	6
fra	snk	1
hin	dan	1
yid	jpn	11
asm	tam	1
grc	vut	1
fas	xho	1
nld	hbs	192
rar	ton	9
lit	mol	15
tur	glg	1
fra	aze	30
fra	ekm	2
hun	fas	6
eng	wwa	2
flm	mya	1
afr	mol	1
rar	tkl	7
iku	mol	1
deu	nep	10
grc	udu	1
por	ori	1
slv	ara	2
dan	hun	162
chu	mkd	2
ita	ron	663
mal	guj	7
dan	mkd	17
abk	tuk	1
rus	fri	1
ron	hun	653
vie	urd	1
ces	chu	1
heb	kfz	3
pal	pol	1
bul	slk	109
fin	slk	32
uzb	hin	9
krc	aze	1
vie	nor	6
dhv	fra	1
ita	swg	1
kir	ell	1
fra	ast	29
sme	smn	3
swe	eng	4502
uzb	ron	1
que	dan	2
mni	mar	2
mal	tel	5
grc	kup	1
kir	kaa	7
rus	hye	1559
grc	kaa	1
ara	bre	2
bak	rus	287
isl	ell	6
guj	eng	70
est	por	6
nep	nld	1
plw	fra	1
hbs	kor	5
dan	nor	2247
fra	hat	3
fra	gla	2
gle	slv	1
cym	heb	1
ara	swa	3
pol	hbs	413
ell	eng	1669
tah	eng	1
ynn	eng	2
eng	sxn	1
jpn	bre	2
tur	jpn	23
slv	uzb	4
frm	ita	11
rus	hbs	2498
tkl	smo	23
fra	hin	34
eng	ibo	3
ita	tur	208
heb	udu	1
ara	tgk	11
grc	bbb	1
hye	kir	7
ara	uig	18
fin	hbs	43
slk	bul	71
gld	tam	1
eng	mol	528
fas	lit	11
ita	eng	5612
lit	cat	1
ukr	guj	4
crg	eng	1
chv	kaz	2
eng	ncu	3
mon	kat	1
grc	bim	5
eng	ifk	4
mol	ukr	37
isl	eus	1
enm	ita	5
san	ukr	10
lat	kaz	1
grc	dyu	1
heb	chr	1
dan	tat	1
ita	cim	2
hye	tur	7
fra	tzm	5
fra	ajg	7
urd	kan	29
san	kat	5
fra	kan	6
vec	ita	1
swa	fin	1
sux	mkd	2
urd	sqi	7
isl	bul	5
chp	eng	18
tat	kir	3
tuk	hun	3
abk	ukr	6
ben	kir	1
amh	lat	1
fra	mmu	2
eng	bkd	1
pli	ces	13
tam	ukr	3
ukr	vie	2
por	slk	41
ita	lav	131
sms	deu	1
ara	tat	5
ces	tat	1
grc	omw	1
vie	nld	17
ukr	mar	2
slk	kat	14
fra	ori	16
ben	swe	8
dep	eng	1
san	heb	1
ori	asm	14
zho	glg	1
wap	eng	1
urd	spa	3
lit	nor	6
ara	yid	1
hun	spa	297
zho	udm	1
tat	pus	1
fin	aze	1
ukr	nld	1
fra	kbp	6
mya	hin	2
grc	nfr	5
rus	ykg	1
iku	nor	1
ita	ell	1309
pol	nld	221
grc	lat	75
eng	guj	135
pol	uzb	9
krc	rus	118
rus	tat	731
bel	kat	5
rus	ita	1476
rus	kaa	432
udm	est	22
dan	bis	1
deu	nld	15059
heb	epo	34
sum	spa	1
fas	oss	1
bam	fra	25
cym	eng	488
rus	oss	108
ast	eng	2
swe	sqi	38
heb	hns	1
nog	tgk	1
cat	heb	7
rus	pan	153
sme	fin	13
dan	nld	521
bum	fra	2
deu	cym	9
ita	lit	449
roh	fra	21
chg	urd	1
bod	ell	4
eng	epo	65
heb	tat	1
grc	myv	1
hye	ell	2
eng	djj	9
prg	ces	1
kat	fra	39
pus	mol	2
chv	hun	3
grc	ukr	26
grc	krl	2
ita	mkd	153
fra	knp	4
spa	eng	9244
rus	kor	397
pol	fin	82
heb	kqy	1
heb	hbs	120
lav	uzb	8
spa	tha	1
slk	slv	30
eus	arg	10
ari	spa	1
crh	ukr	2
hbs	ces	175
jpn	mai	1
fra	wwa	9
por	hye	1
gla	fra	7
ukr	jpn	14
ewe	cat	1
slk	ara	6
lbe	fra	1
hin	guj	42
jpn	vie	12
jpn	hbs	129
fra	atj	3
hun	lav	32
jpn	fin	273
pol	mon	6
rom	hun	1
amx	eng	1
pli	ori	1
dan	sqi	39
bel	est	19
non	spa	11
slv	lav	2
swe	lat	1
ntr	eng	1
isl	slv	4
rus	gle	11
eng	oss	7
vie	mal	2
grc	pir	1
eng	kxc	3
kat	ron	9
dar	urd	2
spa	eus	1377
cat	arg	13
mai	eng	3
hbs	nor	51
eng	axk	1
aze	kir	4
vie	kir	4
tam	dan	4
yid	bre	1
lit	swa	2
fas	ukr	4
heb	rus	217
tur	ron	33
dan	ron	90
nna	eng	1
eng	hin	922
pol	tuk	1
mdf	est	4
yid	hbs	19
nuy	eng	1
tur	abk	1
hun	grc	1
kur	nor	3
glv	eng	1
zho	tdd	2
grc	mcp	3
iai	fra	1
grc	nbw	1
eng	suc	5
kyh	fra	1
zho	tyv	1
nld	bul	53
kho	ita	1
syr	nld	8
bak	tam	1
grc	acd	4
egy	jpn	2
pli	fra	34
lbe	tab	1
spa	agr	1
ara	pan	3
fin	heb	16
oci	eng	9
zho	bre	3
ben	new	1
nor	tha	4
eng	bno	1
pus	bel	2
deu	lat	38
fra	mos	2
hun	ell	23
fas	heb	3
zho	hye	2
ude	rus	1
ara	hun	58
grc	kab	5
fri	deu	6
spa	aym	4
grc	frs	1
niv	jpn	1
ron	rup	2
slv	fin	7
aji	fra	1
haw	eng	17
ell	mol	6
lit	ukr	39
spa	fin	465
ara	cat	82
fra	hau	5
mal	mar	8
cym	ces	3
rus	por	1331
lil	eng	1
kir	nld	2
chg	zho	1
cop	ron	4
fin	ukr	7
kir	aze	7
aze	kat	17
grc	bav	4
glg	kor	1
chm	rus	97
kjb	eng	1
kaa	uzb	21
gsw	ita	4
krc	kir	3
eng	atd	2
fas	eng	631
ita	deu	9472
pan	fra	7
eng	yua	1
tha	ron	1
yid	ron	7
lav	mon	1
mar	ori	5
lit	isl	1
ell	ces	37
swe	cym	7
ota	pol	1
fin	sqi	11
egy	pol	1
grc	yml	1
cni	deu	1
ell	deu	661
gld	mal	2
krl	fin	1
slk	ell	1
aze	mol	10
sqi	est	1
lat	mlg	3
deu	ell	2022
eng	wbp	3
mhq	spa	1
fra	sor	9
nor	kan	1
vls	pol	1
grc	bji	1
fra	ewe	4
nld	aka	1
vie	ita	2
ava	pan	1
aze	ita	1
tur	tgk	2
kaz	tyv	1
ara	mon	3
ilo	fil	3
kan	mal	27
spa	que	14
por	lit	39
hin	ukr	7
wbp	rop	1
kaa	rus	95
lit	ron	8
kat	sah	1
kir	pus	1
mgv	eng	1
grc	dgz	1
sqi	dan	27
eng	nav	13
cat	bul	10
hun	ben	2
heb	krl	1
ben	por	9
kaa	est	1
slk	ben	1
ben	slv	6
grn	spa	3
eng	dan	40370
crh	aze	1
tur	heb	6
rar	smo	9
guj	urd	3
ita	est	320
kur	lit	1
sme	nor	42
tha	zho	8
est	tyv	3
apm	eng	1
kas	eng	6
eng	pdt	8
sux	ell	1
mol	hun	4
zho	kat	8
uzb	uig	6
lat	frm	8
isl	fao	15
swe	hin	2
lav	slv	2
zun	eng	2
mkd	rup	2
sef	fra	1
fra	gen	3
fas	kaa	2
kat	kir	9
fra	kur	6
lav	nld	2
heb	daf	1
deu	gle	7
fra	nor	1864
ulc	rus	2
goh	rus	1
fra	fij	1
swe	mar	2
bul	tgk	9
eng	oci	12
eng	jpn	100739
eng	slv	9658
rup	deu	1
grc	sme	3
grc	bod	1
sux	rom	1
ben	mol	1
ukr	slk	85
ava	tgk	3
tha	vie	1
snd	ben	1
urd	bul	2
por	ces	95
ita	mya	1
chg	deu	1
abk	kat	38
urd	hin	108
isl	deu	315
mlg	fra	23
non	eng	41
por	urb	2
jpn	tam	2
ara	fra	2085
grc	kmw	6
gez	amh	2
kat	nor	2
est	tgk	8
uzb	ben	2
dan	ukr	15
nld	fra	3304
jpn	hun	129
nor	heb	19
djj	eng	18
lat	enm	11
heb	mal	1
egy	fra	59
smo	tkl	15
hye	pol	15
mwp	eng	1
uzb	bul	3
tuk	pol	2
grc	kir	3
por	bre	2
grc	bkb	1
hmn	zho	1
ben	pan	1
gle	fra	27
ben	mar	45
kal	ces	1
pli	isl	1
ces	bel	17
yid	dan	19
pus	jpn	1
deu	kek	1
hin	bak	1
ron	ces	71
grc	che	1
lav	aze	10
spa	slk	313
kal	fin	1
ava	tuk	2
mya	lav	1
nci	spa	8
grc	gsw	6
grc	pan	2
sqi	ukr	2
kha	hin	2
swe	fas	102
grc	sin	7
rus	gld	2
vep	est	2
enm	cym	1
peo	spa	3
orv	spa	3
jpn	urd	6
dak	cre	6
tyv	eng	1
est	pol	49
dar	eng	1
niu	tkl	6
grc	mmn	1
cym	pol	3
heb	mlt	3
orv	dan	1
est	kir	6
eng	udm	3
tca	spa	3
tuk	urd	2
psi	eng	3
ukr	ori	1
eng	rug	1
heb	vot	1
ast	spa	49
lav	nor	5
heb	bel	5
chu	deu	6
gml	fra	1
spa	mkd	97
nor	fao	53
kir	ita	2
tpi	eng	1
heb	nga	4
beq	eng	1
grc	tnm	1
cym	nor	2
grc	tgk	3
chu	ces	2
uzb	tur	2
heb	ukr	4
moe	fra	1
fas	hye	1
eng	heb	8620
ang	ben	1
pol	dan	85
gld	nld	1
ron	jpn	27
dan	ara	63
eng	syb	3
glg	eus	87
hin	ori	96
hbs	bul	167
kan	mar	29
lat	por	507
lat	oci	3
mjy	eng	1
nor	dan	2974
egy	spa	15
zho	lhu	30
rus	heb	108
por	oym	1
ita	swa	3
ava	ukr	4
grc	mon	7
zho	est	23
mdf	rus	88
bul	eng	437
cuk	spa	2
grc	kur	3
kan	urd	6
gld	khm	1
grc	srm	3
fro	sqi	2
bre	oci	4
afr	fra	16
sna	eng	3
dlg	rus	11
oge	kat	2
sqi	pol	15
lat	heb	21
swe	slk	144
ell	lav	1
grc	mzm	1
por	tgk	1
jam	spa	1
egy	est	1
heb	orv	1
sar	fra	1
kon	fra	8
lat	hbs	392
pol	aze	6
ell	pol	54
ron	hbs	127
ben	slk	7
bul	sqi	14
swe	syr	5
gld	fin	1
xno	eng	8
ang	ita	3
ell	ltz	1
hye	fin	2
est	hun	42
lat	sco	1
tha	nor	1
bra	rus	1
tat	kat	1
slv	zho	5
nep	urd	1
eus	gla	1
hai	eng	2
rus	bod	3
bod	hin	6
osa	eng	1
deu	kaz	49
fra	slv	1962
mal	swe	1
ava	mol	1
heb	vie	1
ukr	kir	14
gld	mon	1
eng	mzw	1
pol	spa	565
scn	eng	2
yid	ces	9
swe	swa	2
mon	xal	5
ces	kaz	8
ukr	kaz	14
heb	kos	1
kat	lav	7
lah	eng	2
kbd	kaz	1
heb	oku	1
yid	fas	1
grc	nhu	4
ara	lav	3
eng	akl	3
tgk	slk	2
fra	djc	4
ces	zho	106
non	hun	2
spa	mol	40
bul	kur	1
bel	uig	1
lav	bul	17
sda	fra	1
kir	asm	2
swe	pus	1
dan	aze	4
rus	ava	57
slv	dan	5
nez	eng	1
kaz	uzb	12
heb	mzw	3
kan	fra	3
mon	bua	4
eng	daa	2
jpn	uzb	7
deu	enm	1
hop	deu	4
ita	zho	682
dak	oji	1
oty	fra	1
iku	deu	12
hun	mol	11
bod	spa	79
sah	deu	1
orv	oss	1
rus	eng	12385
osp	por	4
fin	jpn	119
ara	tur	907
mkd	hun	8
tgk	bel	8
heb	wib	2
ron	asm	2
ava	kaz	3
eng	mbd	10
mkd	ita	6
ukr	udm	2
dan	cat	116
rus	kac	1
kat	tat	1
chv	nld	6
eus	pol	2
grc	pau	2
ukr	amh	1
fas	urd	64
tam	zho	1
ast	deu	1
lat	goh	2
fra	yid	6
nld	fas	7
urd	slv	2
ukr	pus	1
cop	lat	1
ces	mkd	26
heb	mmn	1
tur	est	5
krc	lit	1
csb	deu	1
grc	nwb	1
lat	ita	1392
ell	eus	2
jpn	epo	5
ita	bre	4
amh	por	1
pus	uzb	4
deu	nde	1
agr	spa	1
dua	eng	1
deu	sme	2
urd	swe	3
yum	eng	1
dan	mol	10
deu	que	5
ben	tur	3
lit	kir	2
tel	ita	2
kij	eng	1
hbs	mal	1
fro	eus	1
rcf	eng	3
fro	slv	2
vie	mol	6
snd	guj	9
ukr	kbd	1
ces	eus	5
mol	fra	112
tam	eng	241
hin	uig	1
enm	deu	17
ara	ron	40
eng	vie	84
lat	glg	43
tam	ces	3
fra	xrb	7
lav	lit	104
arg	spa	2
eng	hdy	1
zho	khm	5
rus	hau	24
bel	abk	1
lad	heb	3
lat	kor	66
hye	deu	25
hun	lat	11
eng	lit	6951
cat	eng	878
hbs	jpn	47
lit	pol	221
mar	fra	18
scl	deu	1
aze	eng	30
oci	dan	1
rus	olo	1
kir	vie	1
kan	swe	1
zho	mkd	15
pus	tuk	1
guc	eng	1
cop	ita	1
lat	slv	72
nld	rus	125
ukr	isl	1
sqi	spa	109
jpn	tuk	1
jpn	ron	87
ell	nld	94
deu	uig	17
heb	ntr	1
nep	eng	12
cat	ara	13
osp	deu	3
pli	cat	1
san	xal	1
por	fin	85
urd	mal	19
kat	kum	1
mhq	eng	1
ara	sin	5
mol	nld	2
kor	tha	1
bul	ell	43
hit	fra	1
ori	kan	3
slk	jpn	6
fra	tah	3
zho	mon	1467
fra	bas	3
est	epo	12
hun	sin	1
kat	hin	2
jpn	kor	65
mlt	ara	1
oss	ell	1
bul	dan	13
eng	ota	1
glg	deu	8
chm	aze	1
fra	ita	10982
zho	por	71
eng	uig	101
dum	pol	2
est	sqi	1
deu	slk	2525
bre	epo	2
tgk	sah	1
ell	hye	5
que	deu	2
lez	aze	1
mlg	eng	4
cat	ell	17
cat	mal	1
grc	acf	1
deu	hem	1
mau	fra	2
guj	spa	4
eng	ces	32184
deu	vmw	1
lit	bul	21
tur	nor	34
rus	che	53
nor	kat	4
hye	tuk	4
uga	eng	3
iku	bul	1
grc	kus	1
tsg	eng	1
heb	wwa	2
grc	kal	3
kur	aze	1
lit	ben	2
kor	spa	100
mri	fra	1
heb	sqi	9
fra	muy	9
eng	nbl	3
orv	kom	1
grc	coe	1
gmh	est	1
uig	tur	1
sln	eng	3
mal	raj	1
hbs	dan	44
eng	sat	1
cat	lit	14
kal	nor	3
dar	lit	1
tat	bel	4
ara	tam	26
dak	chp	1
fra	pil	2
ben	san	5
smo	tah	1
oji	spa	1
fil	rus	3
heb	kgh	1
tat	tam	1
rus	mdf	32
ava	mon	1
hin	tur	4
hbs	lit	33
ukr	hbs	44
nld	epo	21
eng	bul	13475
rus	niv	3
bul	kaz	9
urd	cat	1
bul	dar	1
crs	fra	2
eus	nld	6
deu	sah	2
vie	spa	10
kaa	deu	1
amh	mkd	2
heb	kor	8
tur	ukr	10
tri	nld	1
dan	glg	17
eng	lua	2
heb	ozm	1
mkd	jpn	1
aze	mon	2
chv	slk	1
zho	sin	8
heb	dnn	1
deu	slv	3503
ara	tel	2
eng	fao	140
guj	ces	1
som	eng	11
slk	fra	80
ron	zho	9
tur	mkd	42
epo	ita	2
nld	lav	20
kir	amh	2
deu	spa	20424
jpn	ell	75
heb	apr	1
med	eng	1
ces	rom	5
rus	sjd	2
eng	kal	64
cop	fra	44
eng	sah	4
yor	nor	1
bla	deu	1
ara	ukr	10
slk	bel	9
fao	deu	8
kat	tur	5
poq	spa	1
pli	hun	6
nep	asm	3
grc	msm	1
orv	ukr	14
grc	xed	1
kat	ara	7
ita	nor	380
fao	isl	7
ukr	lav	21
isl	fra	108
eng	kgh	8
pol	kir	4
pus	aze	1
bel	mol	19
por	dan	130
fri	fra	3
que	rus	1
sux	jpn	2
spa	rus	846
kat	guj	1
ori	mar	5
rus	urd	121
hun	kor	5
fas	ron	24
bul	ces	159
lat	cat	272
inh	tat	1
lit	uzb	5
tyv	deu	1
hye	mol	7
nor	ukr	14
slv	rom	2
bod	nor	5
ava	ita	2
ces	tur	30
ita	ina	3
heb	any	2
alt	rus	48
kut	eng	3
dar	ukr	1
swa	swe	3
spa	lav	86
fra	yre	1
ell	slk	16
pan	tam	5
bul	oss	1
yid	kaa	1
dan	pan	1
ita	cos	2
tur	eng	295
mon	bak	1
kir	fin	4
ell	rus	125
chv	bak	4
tha	asm	1
fra	frm	1
mar	san	2
mqb	fra	6
rus	kca	3
rom	fin	1
mkd	dan	6
por	urd	2
kor	tgk	1
eng	rop	3
jpn	kaz	4
lat	non	1
grc	bel	4
khq	eng	1
dua	fra	3
vep	rus	1
ota	ara	1
eus	sqi	1
yid	rus	164
mkd	ces	14
ita	gsw	3
ojp	deu	2
swe	lit	268
hin	sqi	3
wln	nld	1
ces	ukr	73
heb	frm	3
sga	gle	1
mkd	lav	1
fin	som	5
grc	sld	4
kom	eng	9
lbe	rus	34
jrb	eng	4
syr	hbs	4
swe	uig	2
tem	fra	1
deu	aar	1
lat	ast	3
gld	rus	17
vie	kat	2
isl	ces	23
ron	isl	1
sux	nor	5
fra	kmw	1
niv	sah	1
fra	kdh	3
snd	ori	2
msa	nld	67
hin	mkd	2
enf	nld	1
aze	nor	1
eus	swe	2
heb	pjt	1
azz	spa	1
mkd	deu	35
tuk	lit	11
cos	fra	44
grc	mzw	4
ukr	ell	1
uzb	kir	13
ron	est	17
yua	eng	5
tgk	kir	4
zho	kan	1
fin	kur	2
fin	vep	1
lat	nor	81
ita	bul	411
nor	lav	82
fas	uzb	42
mal	sin	1
gmh	ces	4
rus	tgk	786
ron	nor	11
nap	jpn	2
heb	ben	1
kor	epo	1
por	epo	3
lit	sqi	1
eng	ita	30169
pol	urd	1
otk	tur	7
kas	fra	3
plw	eng	1
rus	lez	61
gsw	deu	17
cym	jpn	1
kor	sqi	1
swe	ara	129
uzb	est	7
eng	tog	1
nld	mri	3
mov	spa	1
swe	vie	4
egy	hbs	7
yor	por	1
mnc	deu	4
mlt	eng	11
kat	swe	2
lat	urd	3
por	heb	51
gmh	fra	71
fra	fod	1
sux	ces	3
eng	acd	1
syr	ces	3
new	eng	3
kur	bel	5
fra	xed	3
kat	deu	71
grc	hns	1
zho	mya	16
nep	deu	6
bul	mkd	82
mkd	spa	5
grc	gde	6
ukr	mkd	5
eng	nso	10
tab	eng	1
grc	uig	11
tyv	lit	1
lat	hun	539
ori	rus	1
grc	wmt	1
deu	tat	4
lav	ita	6
vie	mkd	1
axm	eng	2
grc	apz	1
gcf	deu	2
zho	slk	31
ron	rus	459
glg	ast	25
kik	ita	1
deu	tuk	5
grc	lef	3
run	fra	3
zho	eng	1946
pol	ces	1008
heb	ntm	7
afr	ita	2
deu	ilk	1
nap	spa	2
yrk	ukr	2
grc	syb	1
nld	mol	4
kaz	tgk	4
fra	est	1166
bre	spa	1
lao	deu	3
eng	tgk	20
grc	cym	15
heb	gmh	1
nog	eng	1
tel	ell	1
jpn	ast	1
cab	eng	1
hun	nld	146
enm	hbs	1
nld	swe	562
eng	fra	149788
jpn	ces	116
akk	ron	1
eus	glg	48
dan	som	35
pro	spa	11
uig	kaz	12
oge	deu	1
smj	eng	1
grc	wiu	1
mkd	fra	49
deu	kat	94
ast	glg	12
bod	slv	2
mns	est	3
kir	slk	3
eng	mmn	1
pus	kat	2
dan	cym	6
tur	uzb	7
tel	new	1
grc	hdy	3
ukr	kat	28
enm	spa	15
ara	oci	1
ita	fin	763
kan	ara	2
nld	slv	215
grc	dyi	1
slk	dan	2
heb	chv	2
non	fao	4
lit	sin	2
chg	kaz	2
ara	lat	12
bod	ces	28
nor	lit	124
nor	hin	1
sme	smj	5
pol	swe	196
heb	slm	1
fra	udl	1
pro	ita	8
spa	mon	5
spa	dan	742
deu	swg	5
eng	ukr	450
pcm	fra	2
fra	oci	160
ces	ron	93
ell	ara	18
kir	eng	16
zho	ron	74
sag	fra	1
hun	zho	64
yid	nld	38
hin	ces	7
arc	ara	1
ara	eus	9
ben	kan	22
kat	vie	1
hbs	ell	85
heb	ang	1
lis	zho	1
aze	est	10
kbd	mol	1
sme	rus	2
pol	slv	142
